uuid,question,answer,category,link,text
4bdcfd9e-e518-4e3e-823e-44300e007d15,Какова длительность и форма обучения магистерской программы 'Интернет вещей и киберфизические системы'?,"Магистерская программа 'Интернет вещей и киберфизические системы' имеет продолжительность 2 года. Обучение проводится в очной форме, что предоставляет студентам возможность полноценного взаимодействия с преподавателями и коллегами, а также активного участия в практических занятиях и проектах.",кб,https://www.hse.ru/ba/cosec/,"Какова длительность и форма обучения магистерской программы 'Интернет вещей и киберфизические системы'? Магистерская программа 'Интернет вещей и киберфизические системы' имеет продолжительность 2 года. Обучение проводится в очной форме, что предоставляет студентам возможность полноценного взаимодействия с преподавателями и коллегами, а также активного участия в практических занятиях и проектах."
0db2374b-dd3f-4b27-991b-1b1ea34ac277,"Какие государственные стипендии предоставляет Правительство РФ для иностранных студентов, обучающихся по программе 'Интернет вещей и киберфизические системы'?","Для иностранных студентов, обучающихся по программе 'Интернет вещей и киберфизические системы' в Высшей школе экономики, предоставляются 2 государственные стипендии Правительства РФ. Это предоставляет дополнительные возможности для международных студентов во время обучения.",кб,https://www.hse.ru/ba/cosec/,"Какие государственные стипендии предоставляет Правительство РФ для иностранных студентов, обучающихся по программе 'Интернет вещей и киберфизические системы'? Для иностранных студентов, обучающихся по программе 'Интернет вещей и киберфизические системы' в Высшей школе экономики, предоставляются 2 государственные стипендии Правительства РФ. Это предоставляет дополнительные возможности для международных студентов во время обучения."
2fc17626-7e37-498a-ba85-21b51ac1eeea,На каких языках ведется обучение в программе 'Интернет вещей и киберфизические системы'?,"Обучение в программе 'Интернет вещей и киберфизические системы' ведется на русском и частично на английском языке, что обеспечивает студентам широкий доступ к знаниям и возможность коммуникации в международной среде.",кб,https://www.hse.ru/ba/cosec/,"На каких языках ведется обучение в программе 'Интернет вещей и киберфизические системы'? Обучение в программе 'Интернет вещей и киберфизические системы' ведется на русском и частично на английском языке, что обеспечивает студентам широкий доступ к знаниям и возможность коммуникации в международной среде."
ca5f8c10-fd55-4f22-a074-61272284fca6,Кого и с какой целью готовит магистерская программа: 'Интернет вещей и киберфизические системы'?,"Магистерская программа готовит инженеров-разработчиков передовых сетевых технологий, облачных, распределенных и встраиваемых систем, программно-определяемых радиосистем и сетей. Она также направлена на подготовку специалистов по сбору, обработке и анализу больших данных, разработчиков прикладного программного обеспечения для Интернета вещей, специалистов по кибербезопасности и исследователей-разработчиков новых методов решения задач в области Интернета вещей и киберфизических систем.",кб,https://www.hse.ru/ba/cosec/,"Кого и с какой целью готовит магистерская программа: 'Интернет вещей и киберфизические системы'? Магистерская программа готовит инженеров-разработчиков передовых сетевых технологий, облачных, распределенных и встраиваемых систем, программно-определяемых радиосистем и сетей. Она также направлена на подготовку специалистов по сбору, обработке и анализу больших данных, разработчиков прикладного программного обеспечения для Интернета вещей, специалистов по кибербезопасности и исследователей-разработчиков новых методов решения задач в области Интернета вещей и киберфизических систем."
fdef2796-238a-434c-832c-51dbbf7bf093,С какими компаниями сотрудничает программа Интернет вещей и киберфизические системы?,"Программа Интернет вещей и киберфизические системы сотрудничает с российскими и международными компаниями, такими как Samsung, IBM, National Instruments, Rightech, InfoWatch, PTC, и другими, которые внедряют технологии Интернета вещей.",кб,https://www.hse.ru/ba/cosec/,"С какими компаниями сотрудничает программа Интернет вещей и киберфизические системы? Программа Интернет вещей и киберфизические системы сотрудничает с российскими и международными компаниями, такими как Samsung, IBM, National Instruments, Rightech, InfoWatch, PTC, и другими, которые внедряют технологии Интернета вещей."
22588a5c-61e2-43e4-9f70-e15a4435979a,Какие преимущества предоставляет программа комплексной подготовки специалистов по Интернету вещей и киберфизическим системам?,"Студенты этой программы получают доступ к современным лабораториям, профессиональному оборудованию и знаниям, предоставляемым прямо от специалистов индустрии. Выпускники программы востребованы в IT-интеграторах, аналитических центрах, газовых и нефтяных компаниях, банках, государственных организациях, заинтересованных в автоматизации и повышении эффективности своей работы.",кб,https://www.hse.ru/ba/cosec/,"Какие преимущества предоставляет программа комплексной подготовки специалистов по Интернету вещей и киберфизическим системам? Студенты этой программы получают доступ к современным лабораториям, профессиональному оборудованию и знаниям, предоставляемым прямо от специалистов индустрии. Выпускники программы востребованы в IT-интеграторах, аналитических центрах, газовых и нефтяных компаниях, банках, государственных организациях, заинтересованных в автоматизации и повышении эффективности своей работы."
1006aabb-223b-4b59-97ee-e906ec076ff8,Кто является академическим руководителем программы Интернет вещей и киберфизические системы?,Академическим руководителем программы является Иванов Илья Александрович.,кб,https://www.hse.ru/ba/cosec/,Кто является академическим руководителем программы Интернет вещей и киберфизические системы? Академическим руководителем программы является Иванов Илья Александрович.
7346994a-6e3c-4f10-968a-5614e5d0ffc9,Кто выполняет роль научного руководителя программы Интернет вещей и киберфизические системы?,Научным руководителем программы Интернет вещей и киберфизические системы является Агамирзян Игорь Рубенович.,кб,https://www.hse.ru/ba/cosec/,Кто выполняет роль научного руководителя программы Интернет вещей и киберфизические системы? Научным руководителем программы Интернет вещей и киберфизические системы является Агамирзян Игорь Рубенович.
03a1e7ab-d28f-49e4-b724-bc48a1f55cbe,Кто осуществляет роль менеджера программы Интернет вещей и киберфизические системы?,Менеджером программы Интернет вещей и киберфизические системы является Николаева Мария Сергеевна.,кб,https://www.hse.ru/ba/cosec/,Кто осуществляет роль менеджера программы Интернет вещей и киберфизические системы? Менеджером программы Интернет вещей и киберфизические системы является Николаева Мария Сергеевна.
ef3c2740-358c-4176-a1e0-bb8cc08beb0c,Какая магистерская программа предлагается в Высшей школе экономики?,В Высшей школе экономики предлагается магистерская программа 'Информационная безопасность в кредитно-финансовой сфере'.,ибкф,https://www.hse.ru/ma/finsec/,Какая магистерская программа предлагается в Высшей школе экономики? В Высшей школе экономики предлагается магистерская программа 'Информационная безопасность в кредитно-финансовой сфере'.
50ad8bbe-8ebd-4c22-b37d-5c11f5946acd,Когда начинается первый набор на магистерскую программу 'Информационная безопасность в кредитно-финансовой сфере'?,Первый набор на магистерскую программу 'Информационная безопасность в кредитно-финансовой сфере' начинается в 2024 году.,ибкф,https://www.hse.ru/ma/finsec/,Когда начинается первый набор на магистерскую программу 'Информационная безопасность в кредитно-финансовой сфере'? Первый набор на магистерскую программу 'Информационная безопасность в кредитно-финансовой сфере' начинается в 2024 году.
68d77282-73b8-4854-bd0f-2a973309ee66,С кем разработана образовательная программа 'Информационная безопасность в кредитно-финансовой сфере'?,Образовательная программа 'Информационная безопасность в кредитно-финансовой сфере' разработана в партнерстве с Банком России.,ибкф,https://www.hse.ru/ma/finsec/,С кем разработана образовательная программа 'Информационная безопасность в кредитно-финансовой сфере'? Образовательная программа 'Информационная безопасность в кредитно-финансовой сфере' разработана в партнерстве с Банком России.
127dfe58-e3e9-48f6-9fad-122014892e0b,Какой период обучения предусмотрен для магистерской программы 'Информационная безопасность в кредитно-финансовой сфере'?,Длительность обучения на магистерской программе 'Информационная безопасность в кредитно-финансовой сфере' составляет 2 года.,ибкф,https://www.hse.ru/ma/finsec/,Какой период обучения предусмотрен для магистерской программы 'Информационная безопасность в кредитно-финансовой сфере'? Длительность обучения на магистерской программе 'Информационная безопасность в кредитно-финансовой сфере' составляет 2 года.
44421769-0b7d-4800-96ac-63b2516f3e2f,На каком языке ведется обучение в магистерской программе 'Информационная безопасность в кредитно-финансовой сфере'?,Обучение на магистерской программе 'Информационная безопасность в кредитно-финансовой сфере' ведется полностью на русском языке.,ибкф,https://www.hse.ru/ma/finsec/,На каком языке ведется обучение в магистерской программе 'Информационная безопасность в кредитно-финансовой сфере'? Обучение на магистерской программе 'Информационная безопасность в кредитно-финансовой сфере' ведется полностью на русском языке.
fab38f43-ba34-4dac-a437-ca3edf87e508,Есть ли государственная аккредитация у программы 'Информационная безопасность в кредитно-финансовой сфере'?,"Да, магистерская программа 'Информационная безопасность в кредитно-финансовой сфере' имеет государственную аккредитацию.",ибкф,https://www.hse.ru/ma/finsec/,"Есть ли государственная аккредитация у программы 'Информационная безопасность в кредитно-финансовой сфере'? Да, магистерская программа 'Информационная безопасность в кредитно-финансовой сфере' имеет государственную аккредитацию."
d0c21a1e-8845-4abd-9b72-1f66e847692c,Кто является соучредителем программы 'Информационная безопасность в кредитно-финансовой сфере'?,Соруководитель программы 'Информационная безопасность в кредитно-финансовой сфере' - Сергеев Антон Валерьевич.,ибкф,https://www.hse.ru/ma/finsec/,Кто является соучредителем программы 'Информационная безопасность в кредитно-финансовой сфере'? Соруководитель программы 'Информационная безопасность в кредитно-финансовой сфере' - Сергеев Антон Валерьевич.
cbd4d043-b4e6-41cf-b24d-44dec0f318c0,Какова основная цель программы магистратуры 'Информационная безопасность киберфизических систем'?,"Основной целью программы является подготовка специалистов, способных решать задачи в области обеспечения безопасности киберфизических систем, компьютерных систем и сетей.",ибкс,https://www.hse.ru/ma/cyber,"Какова основная цель программы магистратуры 'Информационная безопасность киберфизических систем'? Основной целью программы является подготовка специалистов, способных решать задачи в области обеспечения безопасности киберфизических систем, компьютерных систем и сетей."
7b120ba7-ca4a-416b-a12a-c3394eeaa70d,Сколько длится магистерская программа 'Информационная безопасность киберфизических систем'?,Программа магистратуры 'Информационная безопасность киберфизических систем' длится 2 года.,ибкс,https://www.hse.ru/ma/cyber,Сколько длится магистерская программа 'Информационная безопасность киберфизических систем'? Программа магистратуры 'Информационная безопасность киберфизических систем' длится 2 года.
0df968a0-ff31-4013-a012-f4711cd3154a,На каком языке ведется обучение в рамках программы 'Информационная безопасность киберфизических систем'?,Обучение ведется полностью на русском языке.,ибкс,https://www.hse.ru/ma/cyber,На каком языке ведется обучение в рамках программы 'Информационная безопасность киберфизических систем'? Обучение ведется полностью на русском языке.
5ccfb1d8-1df7-42db-b143-fc3979328a4a,Есть ли государственные стипендии для иностранных студентов в рамках программы 'Информационная безопасность киберфизических систем'?,"Да, предусмотрены 2 государственные стипендии Правительства РФ для иностранцев.",ибкс,https://www.hse.ru/ma/cyber,"Есть ли государственные стипендии для иностранных студентов в рамках программы 'Информационная безопасность киберфизических систем'? Да, предусмотрены 2 государственные стипендии Правительства РФ для иностранцев."
0f516731-ff2b-4286-8016-6f0677bf331b,Какие курсы входят в базовую программу направления магистратуры?,"Базовая программа направления включает курсы 'Защита компьютерных сетей и систем', 'Разработка защищенных программных систем', 'Криптографические протоколы' и 'Технологии противодействия компьютерным атакам'.",ибкс,https://www.hse.ru/ma/cyber,"Какие курсы входят в базовую программу направления магистратуры? Базовая программа направления включает курсы 'Защита компьютерных сетей и систем', 'Разработка защищенных программных систем', 'Криптографические протоколы' и 'Технологии противодействия компьютерным атакам'."
1c94196d-412d-470c-b616-5367b5bc20cc,Какие преимущества предоставляет программа магистратуры 'Информационная безопасность киберфизических систем'?,"Программа предоставляет state-of-the-art подход в области кибербезопасности, сильный преподавательский состав и партнерство с ведущими компаниями-разработчиками.",ибкс,https://www.hse.ru/ma/cyber,"Какие преимущества предоставляет программа магистратуры 'Информационная безопасность киберфизических систем'? Программа предоставляет state-of-the-art подход в области кибербезопасности, сильный преподавательский состав и партнерство с ведущими компаниями-разработчиками."
78317f2a-efe4-4c76-9b33-6aed2feb8fb7,Как организована проектная деятельность в рамках программы 'Информационная безопасность киберфизических систем'?,"Студенты взаимодействуют с ведущими компаниями-разработчиками в рамках проектной деятельности, где выполняют индивидуальные проекты под руководством преподавателей и представителей компаний.",ибкс,https://www.hse.ru/ma/cyber,"Как организована проектная деятельность в рамках программы 'Информационная безопасность киберфизических систем'? Студенты взаимодействуют с ведущими компаниями-разработчиками в рамках проектной деятельности, где выполняют индивидуальные проекты под руководством преподавателей и представителей компаний."
5937bc96-1c1b-4571-ad7a-6a5f440625b4,Что включает в себя индивидуальная практическая работа во время обучения 'Информационная безопасность киберфизических систем'?,Индивидуальная практическая работа включает выполнение выбранного студентом проекта под руководством преподавателя кафедры или представителя компании из реального сектора экономики.,ибкс,https://www.hse.ru/ma/cyber,Что включает в себя индивидуальная практическая работа во время обучения 'Информационная безопасность киберфизических систем'? Индивидуальная практическая работа включает выполнение выбранного студентом проекта под руководством преподавателя кафедры или представителя компании из реального сектора экономики.
8a767d7c-9887-43ee-abaf-4d19d1f25689,Какие перспективы открываются для выпускников после завершения обучения 'Информационная безопасность киберфизических систем'?,"Выпускники программы могут работать в сферах науки, техники и технологии, включая компании по разработке средств защиты информации, области Интернета вещей, крупные кредитно-финансовые организации и государственные компании.",ибкс,https://www.hse.ru/ma/cyber,"Какие перспективы открываются для выпускников после завершения обучения 'Информационная безопасность киберфизических систем'? Выпускники программы могут работать в сферах науки, техники и технологии, включая компании по разработке средств защиты информации, области Интернета вещей, крупные кредитно-финансовые организации и государственные компании."
66763eaf-6aa8-4d83-8235-a04bd2179a2b,Какие требования к поступающим на программу 'Информационная безопасность киберфизических систем'?,"Программа нацелена на выпускников бакалавриата по профильным программистским и физико-математическим направлениям. Поступление осуществляется по результатам конкурса портфолио, учитывающего опыт научно-исследовательской и практической деятельности, а также личные достижения абитуриента.",ибкс,https://www.hse.ru/ma/cyber,"Какие требования к поступающим на программу 'Информационная безопасность киберфизических систем'? Программа нацелена на выпускников бакалавриата по профильным программистским и физико-математическим направлениям. Поступление осуществляется по результатам конкурса портфолио, учитывающего опыт научно-исследовательской и практической деятельности, а также личные достижения абитуриента."
77a142f2-6c53-4905-9055-918da18f1e2b,"Как можно получить финансовую поддержку студентам, поступившим на программу 'Информационная безопасность киберфизических систем'?","Студентам доступна финансовая поддержка, и подробная информация о ней опубликована на сайте приемной комиссии НИУ ВШЭ и в Траектории поступления.",ибкс,https://www.hse.ru/ma/cyber,"Как можно получить финансовую поддержку студентам, поступившим на программу 'Информационная безопасность киберфизических систем'? Студентам доступна финансовая поддержка, и подробная информация о ней опубликована на сайте приемной комиссии НИУ ВШЭ и в Траектории поступления."
39d0423f-0096-460a-a75b-5c4fe48f7cad,Какой формат обучения предусмотрен для магистратуры по кибербезопасности?,Магистратура по кибербезопасности реализуется в онлайн формате и длится 2 года.,кибер,https://www.hse.ru/ma/cs,Какой формат обучения предусмотрен для магистратуры по кибербезопасности? Магистратура по кибербезопасности реализуется в онлайн формате и длится 2 года.
df0baff5-0f62-4185-a57d-4a99cee485c8,С какой платформой сотрудничает магистратура по кибербезопасности?,Магистратура по кибербезопасности сотрудничает с платформой 'Нетология'.,кибер,https://www.hse.ru/ma/cs,С какой платформой сотрудничает магистратура по кибербезопасности? Магистратура по кибербезопасности сотрудничает с платформой 'Нетология'.
e0c1f2d4-d327-46fa-b6af-4ff1e8f8f947,На каком языке ведется обучение в программе 'Кибербезопасность'?,Обучение в магистратуре 'Кибербезопасность' полностью ведется на русском языке.,кибер,https://www.hse.ru/ma/cs,На каком языке ведется обучение в программе 'Кибербезопасность'? Обучение в магистратуре 'Кибербезопасность' полностью ведется на русском языке.
ea898d8f-fe6c-4024-972a-8e32ba556a8b,Какие навыки приобретут студенты в процессе обучения по программе 'Кибербезопасность'?,"Студенты программы 'Кибербезопасность' получат как теоретические знания, так и практические навыки в области обеспечения кибербезопасности, включая защиту от киберугроз.",кибер,https://www.hse.ru/ma/cs,"Какие навыки приобретут студенты в процессе обучения по программе 'Кибербезопасность'? Студенты программы 'Кибербезопасность' получат как теоретические знания, так и практические навыки в области обеспечения кибербезопасности, включая защиту от киберугроз."
ba62064d-80ff-40d3-9067-9f302fccea40,Кто может поступить на программу 'Кибербезопасность'?,"Программа 'Кибербезопасность' рассчитана на абитуриентов с базовой фундаментальной подготовкой в области прикладной математики, физики и информатики.",кибер,https://www.hse.ru/ma/cs,"Кто может поступить на программу 'Кибербезопасность'? Программа 'Кибербезопасность' рассчитана на абитуриентов с базовой фундаментальной подготовкой в области прикладной математики, физики и информатики."
5d841a51-270d-4cf2-a651-7b0abf4d83e2,Какие компании и организации являются партнерами программы 'Кибербезопасность'?,"Партнерами программы 'Кибербезопасность' являются ведущие компании в области разработки средств защиты информации, такие как InfoWatch, ИнфоТеКС, Аладдин Р.Д., Positive Technologies, Ростелеком-Солар, Zecurion, Лаборатория Касперского, а также крупные кредитно-финансовые организации, в том числе Центробанк, Сбер, Газпромбанк, ВТБ, и государственные компании с масштабной ИТ- и телекоммуникационной инфраструктурой, например, Ростелеком и Россети.",кибер,https://www.hse.ru/ma/cs,"Какие компании и организации являются партнерами программы 'Кибербезопасность'? Партнерами программы 'Кибербезопасность' являются ведущие компании в области разработки средств защиты информации, такие как InfoWatch, ИнфоТеКС, Аладдин Р.Д., Positive Technologies, Ростелеком-Солар, Zecurion, Лаборатория Касперского, а также крупные кредитно-финансовые организации, в том числе Центробанк, Сбер, Газпромбанк, ВТБ, и государственные компании с масштабной ИТ- и телекоммуникационной инфраструктурой, например, Ростелеком и Россети."
7e6eb32d-f8c4-42e2-9654-7d114d7c0477,Есть ли возможность проходить практики и стажировки в рамках программы 'Кибербезопасность'?,"Да, студенты магистратуры 'Кибербезопасность' имеют возможность проходить практики и стажировки, а по завершению обучения - находить работу у партнеров программы.",кибер,https://www.hse.ru/ma/cs,"Есть ли возможность проходить практики и стажировки в рамках программы 'Кибербезопасность'? Да, студенты магистратуры 'Кибербезопасность' имеют возможность проходить практики и стажировки, а по завершению обучения - находить работу у партнеров программы."
674ad59b-e363-4467-8585-ef810876f695,Кто является академическим руководителем магистерской программы 'Кибербезопасность'?,Академическим руководителем магистерской программы 'Кибербезопасность' является Евсютин Олег Олегович.,кибер,https://www.hse.ru/ma/cs,Кто является академическим руководителем магистерской программы 'Кибербезопасность'? Академическим руководителем магистерской программы 'Кибербезопасность' является Евсютин Олег Олегович.
4a5cdee0-eab6-4100-bfcc-82e2173940d2,Кто занимается менеджментом программы 'Кибербезопасность'?,Менеджер программы 'Кибербезопасность' - Алескерова Инесса Ивановна.,кибер,https://www.hse.ru/ma/cs,Кто занимается менеджментом программы 'Кибербезопасность'? Менеджер программы 'Кибербезопасность' - Алескерова Инесса Ивановна.
4e3c16de-c805-4449-821c-d741d2b4cf38,Какие программы обучения предлагает факультет информатики и вычислительной техники в Высшей школе экономики?,Факультет информатики и вычислительной техники предлагает магистерскую программу по образовательному направлению 09.04.01 «Информатика и вычислительная техника» с программой под названием 'Компьютерные системы и сети'.,ксс,https://www.hse.ru/ma/system/,Какие программы обучения предлагает факультет информатики и вычислительной техники в Высшей школе экономики? Факультет информатики и вычислительной техники предлагает магистерскую программу по образовательному направлению 09.04.01 «Информатика и вычислительная техника» с программой под названием 'Компьютерные системы и сети'.
fef4eb9c-9fd8-4110-95b8-978f1f40b1dc,Какова основная цель магистерской программы 'Компьютерные системы и сети'?,"Основной целью программы является предоставление студентам теоретических знаний и практических навыков по вопросам разработки и обеспечения безопасности вычислительных систем и компьютерных сетей, а также изучение вопросов проектирования информационно-аналитических систем.",ксс,https://www.hse.ru/ma/system/,"Какова основная цель магистерской программы 'Компьютерные системы и сети'? Основной целью программы является предоставление студентам теоретических знаний и практических навыков по вопросам разработки и обеспечения безопасности вычислительных систем и компьютерных сетей, а также изучение вопросов проектирования информационно-аналитических систем."
1d932aa0-f6f7-4bca-90da-78dd627c3baa,На каких языках ведется обучение в рамках программы 'Компьютерные системы и сети'?,Обучение ведется на русском и частично на английском языке (RUS+ENG).,ксс,https://www.hse.ru/ma/system/,На каких языках ведется обучение в рамках программы 'Компьютерные системы и сети'? Обучение ведется на русском и частично на английском языке (RUS+ENG).
439346bb-7750-4031-96d1-2f7809d9472b,Сколько времени длится программа 'Компьютерные системы и сети'?,Программа 'Компьютерные системы и сети' предполагает 2 года обучения в очной форме.,ксс,https://www.hse.ru/ma/system/,Сколько времени длится программа 'Компьютерные системы и сети'? Программа 'Компьютерные системы и сети' предполагает 2 года обучения в очной форме.
6c2e4d9d-56b9-4132-8762-d726c1b2a885,Есть ли стипендии для иностранных студентов на этой программе?,"Да, предусмотрено предоставление 10 государственных стипендий Правительства РФ для иностранных студентов.",ксс,https://www.hse.ru/ma/system/,"Есть ли стипендии для иностранных студентов на этой программе? Да, предусмотрено предоставление 10 государственных стипендий Правительства РФ для иностранных студентов."
062ebe0e-7088-4783-a211-10ad2142a5c3,Какие курсы входят в базовую часть программы 'Компьютерные системы и сети'?,"К базовой части программы относятся курсы: системный анализ и проектирование сложных систем, технология разработки программного обеспечения, управление IT-проектами и IT-процессами, распределенные базы данных, вычислительные методы и сетевые вычисления.",ксс,https://www.hse.ru/ma/system/,"Какие курсы входят в базовую часть программы 'Компьютерные системы и сети'? К базовой части программы относятся курсы: системный анализ и проектирование сложных систем, технология разработки программного обеспечения, управление IT-проектами и IT-процессами, распределенные базы данных, вычислительные методы и сетевые вычисления."
7c7fb100-bf1b-44be-8697-59f3434b3bc2,Какие вариативные курсы предлагаются в рамках программы 'Компьютерные системы и сети'?,"Вариативные курсы зависят от выбранной специализации и включают такие темы, как архитектура и технологии компьютерных сетей, безопасность вычислительных систем и сетей, моделирование вычислительных систем и другие.",ксс,https://www.hse.ru/ma/system/,"Какие вариативные курсы предлагаются в рамках программы 'Компьютерные системы и сети'? Вариативные курсы зависят от выбранной специализации и включают такие темы, как архитектура и технологии компьютерных сетей, безопасность вычислительных систем и сетей, моделирование вычислительных систем и другие."
